,Police in Kansas handcuff black motorist over 'vegetation' in his car window,cnn,"When Kansas police officers pulled Rudy Samuel over, the motorist felt he had done nothing wrong so he started a Facebook Live video. Now the traffic stop is raising questions.",ObjectId(5b0610ea6a1f8090d638af60),,,,
,Austin police investigating two officers after teacher's violent arrest,cnn,Austin police face a series of questions after local media revealed this week a video of an officer yanking a woman from her car and violently throwing her to the ground during a traffic stop.,ObjectId(5b0610ec6a1f8090d638af65),,,,
,Pelosi to join Chris Cuomo for CNN town hall,cnn,House Minority Leader Nancy Pelosi will sit down with CNN's Chris Cuomo for a town hall on Wednesday night to answer questions on some of the most critical issues in today's political world.,ObjectId(5b0610ee6a1f8090d638af69),,,,
,MISSING: The White House press briefing,cnn,"Over the last 30 days, the Trump White House has held only 10 on-camera press briefings -- and those briefings have averaged just more than 17 minutes each.",ObjectId(5b0610f06a1f8090d638af6d),,,,
,North Korea says it will reconsider summit with Trump ???if the U.S. continues with its evil acts???,the-washington-post,"The statement, issued by Vice Foreign Minister Choe Son Hui, took particular aim at Vice President Pence for his ???unbridled and impudent remarks that North Korea might end like Libya.??ù ???As a person involved in U.S. affairs, I cannot suppress my surprise at such ignorant and stupid remarks gushing out from the mouth of the [???]",ObjectId(5b0610f16a1f8090d638af71),,,,
,"Perspective | The NFL, in seeking the middle of the road, has set itself up to be flattened",the-washington-post,"In cowardly aiming to hide protesting players from public view, new anthem policy shows the league learned nothing from controversy.",ObjectId(5b0610f36a1f8090d638af76),,,,
,"The ""Ladies, Imagine This"" Meme Is The Best Way To Get Inspiration For Your Future",buzzfeed,What does your #best #life look like?,ObjectId(5b0614786a1f8090d638afd8),,,,
,CNNgo - CNN.com,cnn,"CNNgo is a revolutionary news-watching experience that offers the live CNN broadcast with unprecedented features. You can catch-up on the stories you???ve missed, go deeper and learn more about the stories that interest you with related coverage, and enjoy the most popular On Demand Shows",ObjectId(5b06147b6a1f8090d638afde),,,,
,Sign Up for Hulu and HBO for Only $13 per Month - IGN,ign,"Watch Game of Thrones, Westworld, and more.",ObjectId(5b06147d6a1f8090d638afe2),,,,
,The Koch Brothers Are Going After One Of Trump???s Favorite Congressmen,the-huffington-post,The billionaires??? political network wants to show they will punish Republicans who don???t support their agenda.,ObjectId(5b06147e6a1f8090d638afe6),,,,
,My Complicated Affair Reading Philip Roth,the-huffington-post,"My relationship with his books careened from fascination to fury, finally landing in a place of deep commitment.",ObjectId(5b06147f6a1f8090d638afea),,,,
,Trump May Impose Tariffs on Foreign Autos,the-new-york-times,"President Trump is considering ordering a sweeping trade investigation into whether imported autos pose a threat to national security, a determination that could usher in tariffs.",ObjectId(5b0614816a1f8090d638afee),,,,
,"Trump, Visiting Epicenter of MS-13 Killings, Demands Tougher Immigration Laws",the-new-york-times,"On Long Island, the president again described gang members as ???animals,??ù mocking critics who had rebuked his earlier comments as meanspirited toward all immigrants.",ObjectId(5b0614826a1f8090d638aff3),,,,
,There Are Two Georgias. One Just Made History.,the-new-york-times,"The victory of Stacey Abrams, the first black woman to win a major party???s nomination for governor, highlights the divide between Georgia???s diverse cities, led by Atlanta, and its conservative countryside.",ObjectId(5b0614846a1f8090d638aff7),,,,
,"North Korea Threatens to Call Off Summit, Calls Pence a ???Political Dummy???",the-wall-street-journal,A senior North Korean official renewed a threat to call off a Kim-Trump summit and warned that Pyongyang could ???make the U.S. taste an appalling tragedy it has neither experienced nor even imagined.??ù,ObjectId(5b0614856a1f8090d638affb),,,,
,Elon Musk???s Latest Proposal: A Website Named ???Pravda??? to Rate Media Credibility,the-wall-street-journal,"Billionaire entrepreneur Elon Musk, unhappy with media coverage of Tesla Inc., said he plans to create a Yelp.com-like site to let people rate the credibility of journalists and news organizations, and suggested he would name it after the former Soviet Union???s main propaganda outlet.",ObjectId(5b0614876a1f8090d638afff),,,,
,"Stacey Abrams, Democrats??? newest Southern hope, looks to Virginia, Alabama for path to victory in Georgia",the-washington-post,"Abrams could become the first African American woman elected governor in the nation???s history, but only if she beats steep odds in a persistently red state.",ObjectId(5b06148a6a1f8090d638b005),,,,
,Row over NZ magazine's 'period issue',bbc-news,Staff at Otago University seize a student magazine over a cartoon cover featuring menstruation.,ObjectId(5b064ad86a1f8090d638b0b8),,,,
,US-North Korea summit 'depends on Kim',bbc-news,US Secretary of State Mike Pompeo says a bad deal with the secretive state is not an option.,ObjectId(5b064ada6a1f8090d638b0bd),,,,
,Brazil road chaos after fuel prices slashed,bbc-news,"The state oil company, Petrobras, cuts prices by 10% to facilitate talks with striking lorry drivers.",ObjectId(5b064adb6a1f8090d638b0c1),,,,
,North Korea calls Pence 'stupid',bbc-news,"Angered by the US vice-president's comments, North Korea warns a ""nuclear showdown"" is still possible",ObjectId(5b064adc6a1f8090d638b0c5),,,,
,Trump launches US car import probe,bbc-news,"The investigation will see if vehicle imports threaten national security, which could lead to tariffs.",ObjectId(5b064ade6a1f8090d638b0c9),,,,
,US police release NBA stun-gun arrest video,bbc-news,"Officers acted ""inappropriately"" when they stun-gunned the Milwaukee Bucks' player Sterling Brown.",ObjectId(5b064adf6a1f8090d638b0cd),,,,
,West Hollywood holds Stormy Daniels Day,bbc-news,"The California city names 23 May Stormy Daniels Day, calling the adult film star ""a profile in courage"".",ObjectId(5b064ae06a1f8090d638b0d1),,,,
,Rusal Warns on Ability to Operate From October as CEO Quits,bloomberg,"United Co. Rusal???s chief executive officer resigned after less than three months in the role, as the Russian firm warned that trade partners and international lenders could cut ties with the company if U.S. sanctions aren???t lifted after Oct. 23.",ObjectId(5b064ae26a1f8090d638b0d5),,,,
,"North Korea claps back at Mike Pence's 'ignorant and stupid remarks,' leaving summit with the US hanging by a thread",business-insider,The North Korean official threatened to recommend pulling out of the proposed summit between President Donald Trump and North Korean leader Kim Jong Un.,ObjectId(5b064ae36a1f8090d638b0da),,,,
,Apple teams up with Volkswagen to make a fleet of self-driving passenger vans that will haul its employees around,business-insider,"The partnership between Apple and Volkswagen is seen by some as bittersweet for the consumer-electronics giant, which had higher hopes for its self-driving car project when it first launched in 2014.",ObjectId(5b064ae56a1f8090d638b0de),,,,
,The best way to disrespect the flag is to compel people to stand for it,business-insider,"Opinion: The NFL has decided that teams will be fined if players kneel, or otherwise disrespect the American flag, while on the football field. Their decision disrespects the flag much more than the act of kneeling ever could.",ObjectId(5b064ae76a1f8090d638b0e2),,,,
,Australia's postal service opened a store whose only customers are personal shoppers for Chinese buyers,business-insider,"Australia Post opened a concept store in Sydney selling health and beauty products that customers ship to China. The pilot is targeting Daigou, overseas personal shoppers who buy health and beauty products for customers in China ??"" a market worth hundreds of millions.",ObjectId(5b064ae86a1f8090d638b0e6),,,,
,"Be Warned, These Pills Are Definitely Not A Replacement For Sunscreen",buzzfeed,"Can you pop a pill instead of using sunscreen? No, and companies have to stop claiming their plant-based dietary supplements work, the FDA said.",ObjectId(5b064aea6a1f8090d638b0ea),,,,
,"This Video Of Chris Hemsworth Dancing To ""Wrecking Ball"" Has WRECKED ME",buzzfeed,There is so much going on here.,ObjectId(5b064aeb6a1f8090d638b0ee),,,,
,"Kevin Federline Wants Britney Spears To Up His $20,000-A-Month Child Support",buzzfeed,"Federline said in court papers that he only earns $34,000 a year and has no savings.",ObjectId(5b064aed6a1f8090d638b0f3),,,,
,"People Are Mad That Jason Bateman Tried To Normalize Jessica Walter's ""Arrested Development"" Harassment Story",buzzfeed,"""This interview is a trainwreck.""",ObjectId(5b064aee6a1f8090d638b0f7),,,,
,"North Korea minister slams Mike Pence, adding more uncertainty to Trump-Kim summit",cnbc,"""As a person involved in the U.S. affairs, I cannot suppress my surprise at such ignorant and stupid remarks gushing out from the mouth of the U.S. vice- president,"" North Korean Vice Minister of Foreign Affairs Choe Son Hui said.",ObjectId(5b064af06a1f8090d638b0fb),,,,
,US seeks to seize control of hundreds of thousands of infected devices from hackers,cnbc,"The U.S. government said late on Wednesday that it would seek to wrestle hundreds of thousands of infected routers and storage devices from the control of hackers who security researchers warned were planning to use the ""botnet"" to attack Ukraine.",ObjectId(5b064af16a1f8090d638b0ff),,,,
,Three lessons for entrepreneurs from inside Alibaba's Taobao University,cnbc,"You may not know about it, but Jack Ma's Taobao University knows all about you, according to one e-commerce entrepreneur who attended.",ObjectId(5b064af26a1f8090d638b103),,,,
,"Trump administration will brief Republicans and bipartisan group on FBI source in separate, back-to-back meetings",cnn,"The Trump administration will now brief a bipartisan group of lawmakers in addition to two key House Republicans on a confidential intelligence source in the Russia investigation, after initially scheduling a briefing only for the pair of GOP congressmen.",ObjectId(5b064af46a1f8090d638b107),,,,
,Burnett: Trump's conspiracy theory is working - CNN Video,cnn,"CNN's Erin Burnett says President Trump and friends have unleashed a ""coordinated assault"" on the Justice Department by pushing Trump's conspiracy theory that the FBI planted spies in his campaign.",ObjectId(5b064af56a1f8090d638b10b),,,,
,"North Korea warns of nuclear showdown, calls Pence 'political dummy'",cnn,A North Korean official has lashed out at US Vice President Mike Pence and said Pyongyang is ready for a nuclear showdown if dialogue with the United States fails.,ObjectId(5b064af76a1f8090d638b10f),,,,
,"Undocumented immigrant shot, killed by border patrol officer in Texas",cnn,"An undocumented immigrant was shot and killed by a US Customs and Border Patrol (CBP) officer in Rio Bravo, Texas, on Wednesday afternoon, according to a CBP news release",ObjectId(5b064af86a1f8090d638b114),,,,
,"Federal prosecutors begin Harvey Weinstein investigation, report says",cnn,"Federal prosecutors in New York have started a sex-crimes investigation into Harvey Weinstein, The Wall Street Journal reports, citing unnamed sources familiar with the matter.",ObjectId(5b064af96a1f8090d638b118),,,,
,"Warriors irked, but confident ahead of Game 5",espn,"Despite losing Game 4 at home, the Golden State Warriors like their chances ahead of Game 5 against the Rockets on Thursday in Houston.",ObjectId(5b064afb6a1f8090d638b11c),,,,
,Carmelo rejects IG post claiming Korver is better,espn,Oklahoma City Thunder veteran Carmelo Anthony strongly disagreed with an Instagram post stating that Cavs sharpshooter Kyle Korver was better than him at this point in their NBA careers.,ObjectId(5b064afc6a1f8090d638b120),,,,
,"Krypton Season 1 Finale Recap: ""The Phantom Zone""  - IGN",ign,Here's what we thought of the Season 1 finale of Syfy's Krypton.,ObjectId(5b064afd6a1f8090d638b124),,,,
,Complete Guide to Battlefield 5 Preorder Bonuses - IGN,ign,"What bonuses come with Battlefield 5 preorders, as well which retailers have what extras to entice you to preorder.",ObjectId(5b064aff6a1f8090d638b128),,,,
,Blocked by Trump: Twitter Users Sound Off on Being Barred,the-new-york-times,"???What he???s done is create an echo chamber,??ù said one user who was blocked for suggesting that President Trump had a crush on Hillary Clinton.",ObjectId(5b064b006a1f8090d638b12c),,,,
